id,상품명,브랜드,품번,성별,이미지_URL,현재_가격,평균_키,평균_몸무게,구매사이트,부위,스타일
107,RESEARCH HOODIE [KHAKI],비바스튜디오,LSVT21KHA,남,https://image.msscdn.net/thumbnails/images/goods_img/20220126/2329895/2329895_17096917299566_big.jpg?w=1200,62300,0,0,https://www.musinsa.com/products/2329895,상의,스트릿
108,남성 캐시미어 블렌드 반터틀넥 니트_ZZ4SW011_BLK,210에디트,ZZ4SW011,남,https://image.msscdn.net/thumbnails/images/goods_img/20210112/1746381/1746381_17247432909483_big.jpg?w=1200,35000,177,71,https://www.musinsa.com/products/1746381,상의,미니멀
109,Int Prty Hoodie (White)_K24ZB765,네스티킥,K24ZB765WH,남,https://image.msscdn.net/thumbnails/images/goods_img/20240820/4348548/4348548_17254243088219_big.jpg?w=1200,51000,165,55,https://www.musinsa.com/products/4348548,상의,스트릿
110,FLAG ANGELS HOODIE LIGHT GREY(CV2EFUM403A),카비시,CV2EFUM403ALG,남,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4344119/4344119_17253565895599_big.jpg?w=1200,62300,165,53,https://www.musinsa.com/products/4344119,상의,스트릿
111,[SET] Handmade Twisted Layered Long Sleeve (FL-138_White),플레어업,FL-138_White,여,https://image.msscdn.net/thumbnails/images/goods_img/20240915/4441406/4441406_17267921313156_big.jpg?w=1200,61410,167,55,https://www.musinsa.com/products/4441406,상의,스트릿
112,오버사이즈 리브드 크루 넥 니트 [미디엄 그레이],무신사 스탠다드,MMBWP605-MR,남,https://image.msscdn.net/thumbnails/images/goods_img/20220923/2815330/2815330_16780901516207_big.jpg?w=1200,62890,177,76,https://www.musinsa.com/products/2815330,상의,미니멀
113,RUNNER PUZZLE PIECE JACQUARD KNIT_IVORY,엑서사이즈,EX22FWK-01-IV,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230817/3470027/3470027_16934636211284_big.jpg?w=1200,59800,171,61,https://www.musinsa.com/products/3470027,상의,스트릿
114,[무료반품]324916 여 브러시드 터틀넥 긴팔티_2color,지오다노,05324916,여,https://image.msscdn.net/thumbnails/images/goods_img/20241015/4520560/4520560_17313814076691_big.jpg?w=1200,17300,168,53,https://www.musinsa.com/products/4520560,상의,미니멀
115,터틀 하이 벤트 레이어드 티셔츠 [WHITE],드로우핏,DFTS1301WH,남,https://image.msscdn.net/thumbnails/images/goods_img/20170824/607925/607925_16928602365135_big.jpg?w=1200,29250,175,69,https://www.musinsa.com/products/607925,상의,미니멀
116,[주술회전] 후드 스웨트셔츠(LIGHT BLUE)_SPMHF11U01,스파오,SPMHF11U01,성별무관,https://image.msscdn.net/thumbnails/images/goods_img/20241129/4642667/4642667_17332007113543_big.jpg?w=1200,49900,0,0,https://www.musinsa.com/products/4642667,상의,스트릿
117,2PACK 그래피티 레터링 루즈핏 맨투맨,아스트랄 프로젝션,APTT005PA,남,https://image.msscdn.net/thumbnails/images/goods_img/20240325/3985875/3985875_17113375406280_big.jpg?w=1200,30900,174,71,https://www.musinsa.com/products/3985875,상의,스트릿
118,미니멀 터틀 넥 니트 [블랙],무신사 스탠다드,MMBWP702-BK,남,https://image.msscdn.net/thumbnails/images/goods_img/20220907/2778685/2778685_16957084825463_big.jpg?w=1200,66490,180,72,https://www.musinsa.com/products/2778685,상의,미니멀
119,골드 테이핑 해시태그 후드(블랙),빈트릴,BA243HM004BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20241002/4483698/4483698_17278628578831_big.jpg?w=1200,94400,161,69,https://www.musinsa.com/products/4483698,상의,스트릿
120,SELLER LOGO HOODIE CHARCOAL(PINK)(CV2BFUM400A),카비시,CV2BFUM400ACH,공용,https://image.msscdn.net/thumbnails/images/goods_img/20220711/2656869/2656869_17116019644825_big.jpg?w=1200,59250,165,59,https://www.musinsa.com/products/2656869,상의,스트릿
121,울 블렌드 크루넥 니트 스웨터,마시모두띠,00940315401,남,https://image.msscdn.net/thumbnails/images/goods_img/20241029/4571107/4571107_17320590642294_big.jpg?w=1200,129000,0,0,https://www.musinsa.com/products/4571107,상의,미니멀
122,"YAR WOOL SLEEVELESS TOP, IVORY",포르타,24PF018,여,https://image.msscdn.net/thumbnails/images/goods_img/20240822/4359137/4359137_17249953172362_big.jpg?w=1200,59000,0,0,https://www.musinsa.com/products/4359137,상의,스트릿
123,유스클럽 레이싱 오버핏 티셔츠 - BLACK,오드스튜디오,OO3SFRT101BK,여,https://image.msscdn.net/thumbnails/images/goods_img/20230303/3120199/3120199_17316465233732_big.jpg?w=1200,29900,174,64,https://www.musinsa.com/products/3120199,상의,스트릿
124,[무료반품]054928 울 케이블 크루넥 스웨터 5GG_6color,지오다노,01054928,남,https://image.msscdn.net/thumbnails/images/goods_img/20241105/4587022/4587022_17313123094483_big.jpg?w=1200,63800,176,81,https://www.musinsa.com/products/4587022,상의,미니멀
125,썰파 워싱 카모 레이어드 롱슬리브,디앤에스알,24FW,남,https://image.msscdn.net/thumbnails/images/goods_img/20240902/4394461/4394461_17253478581176_big.jpg?w=1200,99200,0,0,https://www.musinsa.com/products/4394461,상의,스트릿
126,[보라끌레르 PICK](우먼)울100 워셔블 모크넥 - 4 COLOR,수아레,SBDAWLKN051CH,여,https://image.msscdn.net/thumbnails/images/goods_img/20240911/4433423/4433423_17321677759558_big.jpg?w=1200,40300,163,52,https://www.musinsa.com/products/4433423,상의,미니멀
127,High-neck Bolero Knit Zip-up [ Black ],트리밍버드,TM2479CD001MBB,여,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4344020/4344020_17267396497659_big.jpg?w=1200,189000,0,0,https://www.musinsa.com/products/4344020,상의,스트릿
128,Merino wool loose-fit V neck knit (BROWN),스텝어라운드,SA22FWKN03BRF,여,https://image.msscdn.net/thumbnails/images/goods_img/20221102/2917347/2917347_1_big.jpg?w=1200,88200,159,51,https://www.musinsa.com/products/2917347,상의,미니멀
129,릴렉스드 터틀 넥 긴팔 티셔츠 [블랙],무신사 스탠다드,MMBTL504-BK,남,https://image.msscdn.net/thumbnails/images/goods_img/20220809/2705852/2705852_17048675284699_big.jpg?w=1200,21490,175,73,https://www.musinsa.com/products/2705852,상의,미니멀
130,(에센셜) 다샤 플라워 가든 로고 티셔츠 atb894w(KHAKI),앤더슨벨 포 우먼,A23SSTBW894_KK,여,https://image.msscdn.net/thumbnails/images/goods_img/20230425/3258134/3258134_17309656707655_big.jpg?w=1200,57500,0,0,https://www.musinsa.com/products/3258134,상의,스트릿
131,Judgment Mohair Knit Sweater - Black,낫포너드,NTEC057BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240819/4343293/4343293_17322577540690_big.jpg?w=1200,56700,172,64,https://www.musinsa.com/products/4343293,상의,스트릿
132,레이어드 슬리브리스 탑_일반 기장 2팩,무신사 스탠다드,MMATE403,남,https://image.msscdn.net/thumbnails/images/goods_img/20210910/2122564/2122564_17133411609203_big.jpg?w=1200,20790,175,68,https://www.musinsa.com/products/2122564,상의,미니멀
133,Line Snap Long Sleeve Black,렌세,RS0067,여,https://image.msscdn.net/thumbnails/images/goods_img/20241010/4501925/4501925_17292292397347_big.jpg?w=1200,28800,162,50,https://www.musinsa.com/products/4501925,상의,스트릿
134,빈티지 워싱 데미지 케이블 니트 (BLACK),트릴리온,TRSKN21BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240117/3802472/3802472_17171416348850_big.jpg?w=1200,46000,174,66,https://www.musinsa.com/products/3802472,상의,스트릿
135,잡스티 4컬러,슬릭앤이지,24FW JOBS NA,남,https://image.msscdn.net/thumbnails/images/goods_img/20241101/4583505/4583505_17314677594200_big.jpg?w=1200,42000,180,75,https://www.musinsa.com/products/4583505,상의,미니멀
136,[ATW X 해빗] 조선스쿨 프린팅 맨투맨 BK,아티스트웨어,AT2CH-F1TS610,공용,https://image.msscdn.net/thumbnails/images/goods_img/20220805/2701989/2701989_1_big.jpg?w=1200,55300,174,75,https://www.musinsa.com/products/2701989,상의,스트릿
137,헤비 웨이트 피그먼트 나그랑 뒷절개 오버핏 맨투맨 챠콜,모즈모즈,mozm074_5,남,https://image.msscdn.net/thumbnails/images/goods_img/20240812/4319472/4319472_17316400858482_big.jpg?w=1200,53900,172,67,https://www.musinsa.com/products/4319472,상의,스트릿
138,BLESS HOODIE_2colors(MG2ESMM408A),마하그리드,MG2ESMM408A,남,https://image.msscdn.net/thumbnails/images/goods_img/20240715/4249541/4249541_17210262042594_big.jpg?w=1200,55300,169,61,https://www.musinsa.com/products/4249541,상의,스트릿
139,Miller Knit Sweater Navy,에스피오나지,20211021-01,공용,https://image.msscdn.net/thumbnails/images/goods_img/20211021/2192072/2192072_1_big.jpg?w=1200,80100,178,73,https://www.musinsa.com/products/2192072,상의,미니멀
140,[무료반품]오픈 카라 오버핏 하찌 니트 (블랙),피아네르,1K1N0I1T42-01,남,https://image.msscdn.net/thumbnails/images/goods_img/20241011/4509435/4509435_17286328875328_big.jpg?w=1200,37900,177,73,https://www.musinsa.com/products/4509435,상의,미니멀
141,PAIN SLEEVES NAVY,스키즘 인듀싱,SB6SW30NV,남,https://image.msscdn.net/thumbnails/images/goods_img/20240807/4303322/4303322_17257779249373_big.jpg?w=1200,89600,174,76,https://www.musinsa.com/products/4303322,상의,스트릿
142,BLACK PLANET 자카드 니트[BLACK],벤힛,BLACK,남,https://image.msscdn.net/thumbnails/images/goods_img/20230814/3465121/3465121_16976761175807_big.jpg?w=1200,51900,169,61,https://www.musinsa.com/products/3465121,상의,스트릿
143,오버사이즈 칼라드 스웨트셔츠 [다크 그레이],무신사 스탠다드,MMBTK108-DG,남,https://image.msscdn.net/thumbnails/images/goods_img/20220215/2359613/2359613_17024444580690_big.jpg?w=1200,37290,175,72,https://www.musinsa.com/products/2359613,상의,미니멀
144,[ATW] 얼론 맨투맨,아티스트웨어,AT2DH-F1TS603,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230814/3464453/3464453_16919957443883_big.jpg?w=1200,55300,169,70,https://www.musinsa.com/products/3464453,상의,스트릿
145,헤비 웨이트 피그먼트 뒷자수 절개 오버핏 맨투맨 블루,모즈모즈,mozm073_3,남,https://image.msscdn.net/thumbnails/images/goods_img/20240812/4319431/4319431_17316422543784_big.jpg?w=1200,54600,176,75,https://www.musinsa.com/products/4319431,상의,스트릿
146,VINTAGE ARTWORK HOODIE_burgundy,낫띵이즈베럴댄미,mm21,공용,https://image.msscdn.net/thumbnails/images/goods_img/20241008/4496812/4496812_17283625250286_big.jpg?w=1200,54500,171,68,https://www.musinsa.com/products/4496812,상의,스트릿
147,3버튼 서멀 니트 헨리 셔츠 / 빈티지 블랙,헤이스트,24SSM-3BTKHS-bk-THS,남,https://image.msscdn.net/thumbnails/images/goods_img/20240307/3929690/3929690_17316372242672_big.jpg?w=1200,72000,178,77,https://www.musinsa.com/products/3929690,상의,미니멀
148,[2APCK]컨템포러리 하프 집업 니트 6 COLOR COOSKT026,커스텀어클락,COOSKT026SET,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230801/3440442/3440442_17171268848394_big.jpg?w=1200,35990,175,79,https://www.musinsa.com/products/3440442,상의,미니멀
149,DOODLE HEART SWEATSHIRTS GREY,메종미네드,FMSWCTA320M,남,https://image.msscdn.net/thumbnails/images/goods_img/20240903/4397057/4397057_17273188326239_big.jpg?w=1200,51850,172,64,https://www.musinsa.com/products/4397057,상의,스트릿
150,ASI 에센셜 헤비웨이트 터틀넥 니트_블랙,디미트리블랙,ABD9KL04BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240923/4450942/4450942_17276708082690_big.jpg?w=1200,35100,176,72,https://www.musinsa.com/products/4450942,상의,미니멀
151,에일리언 그래픽 오버핏 롱슬리브 티셔츠 화이트,후드후드,HDBD03TS08-1,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240813/4325278/4325278_17244055378100_big.jpg?w=1200,51750,164,60,https://www.musinsa.com/products/4325278,상의,스트릿
152,[SET] 세미 크롭 니트 - 라운드/터틀넥,몽돌,MDTS033MDTS034,여,https://image.msscdn.net/thumbnails/images/goods_img/20241002/4481198/4481198_17278431958617_big.jpg?w=1200,69900,164,54,https://www.musinsa.com/products/4481198,상의,미니멀
153,아이더 폴스 맨투맨 - 블랙 / 23E28OAJ22COT00835001,오에이엠씨,23E28OAJ22COT00835001SS23,남,https://image.msscdn.net/thumbnails/images/goods_img/20230410/3219323/3219323_16854101144558_big.jpg?w=1200,160340,0,0,https://www.musinsa.com/products/3219323,상의,스트릿
154,MOT SERIES LONG SLEEVE(REPAIR ENGINE)_VINTAGE WINE,아웃스탠딩,OS24FWLS15VWN,남,https://image.msscdn.net/thumbnails/images/goods_img/20240719/4262173/4262173_17259334950892_big.jpg?w=1200,54400,175,68,https://www.musinsa.com/products/4262173,상의,스트릿
155,3STARS HALFTONE LOGO SWEATSHIRTS_BLACK(NG2EFUM450A),나이스고스트클럽,NG2EFUM450ABK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240826/4368998/4368998_17248290098519_big.jpg?w=1200,51750,172,67,https://www.musinsa.com/products/4368998,상의,스트릿
156,공용) 레이어드 반팔티 2팩_PHE5TR3788,폴햄,PHE5TR3788,남,https://image.msscdn.net/thumbnails/images/goods_img/20240708/4237360/4237360_17204064890849_big.jpg?w=1200,9000,0,0,https://www.musinsa.com/products/4237360,상의,스트릿
157,TAG OG HOODIE - BLACK,브라운브레스,BJWMHDS10BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20210811/2058188/2058188_17049555616065_big.jpg?w=1200,80100,164,53,https://www.musinsa.com/products/2058188,상의,스트릿
158,XTK119 프리클 래글런 니트 후디 (GRAY),엑스톤즈,XTK119GR,공용,https://image.msscdn.net/thumbnails/images/goods_img/20241004/4487575/4487575_17302499464506_big.jpg?w=1200,53500,0,0,https://www.musinsa.com/products/4487575,상의,스트릿
159,Seal Pullover Hood - Charcoal,낫포너드,HD059CH,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230814/3462973/3462973_16931724591425_big.jpg?w=1200,51200,172,58,https://www.musinsa.com/products/3462973,상의,스트릿
160,디어 코위찬 가디건_네이비,위드아웃썸머,Deer cowichan cardigan_navy,여,https://image.msscdn.net/thumbnails/images/goods_img/20241127/4638554/4638554_17326769536162_big.jpg?w=1200,153900,0,0,https://www.musinsa.com/products/4638554,상의,스트릿
161,CUT OUT WRAP KNIT TOP - BLACK,유즈,24FW-TS025,여,https://image.msscdn.net/thumbnails/images/goods_img/20241122/4632099/4632099_17322548918670_big.jpg?w=1200,53100,0,0,https://www.musinsa.com/products/4632099,상의,스트릿
162,BASIC RAGLAN PULLOVER KNIT BROWN,아메스 월드와이드,AM2EFUK601ABR,남,https://image.msscdn.net/thumbnails/images/goods_img/20240829/4385404/4385404_17268172736161_big.jpg?w=1200,39200,164,56,https://www.musinsa.com/products/4385404,상의,스트릿
163,Banana Boy Hoodie (Charcoal)_K24ZB767,네스티킥,K24ZB767CH,남,https://image.msscdn.net/thumbnails/images/goods_img/20240919/4446129/4446129_17267416425716_big.jpg?w=1200,51000,162,55,https://www.musinsa.com/products/4446129,상의,스트릿
164,[ORO.G]에센셜 브이넥 울 니트_Dark blue,오로,m1037_821981Q2,여,https://image.msscdn.net/thumbnails/images/goods_img/20240903/4396487/4396487_17267392628629_big.jpg?w=1200,69900,159,46,https://www.musinsa.com/products/4396487,상의,미니멀
165,헤어리 그래픽 로고 오버핏 자카드 니트 (BLACK),트릴리온,TRFKN25BK,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240814/4328688/4328688_17249553996228_big.jpg?w=1200,39800,171,66,https://www.musinsa.com/products/4328688,상의,스트릿
166,YK 브라이얼 피그먼트 오버 후드-블랙,유스크루,YK44TH3202BKM,여,https://image.msscdn.net/thumbnails/images/goods_img/20241024/4554254/4554254_17297534728982_big.jpg?w=1200,51000,0,0,https://www.musinsa.com/products/4554254,상의,스트릿
167,[2PACK] EL 스트리트 아트워크 오버핏 후드티 2종 패키지,엘리메노,20230831 package6,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230908/3544148/3544148_17253423469237_big.jpg?w=1200,53000,166,65,https://www.musinsa.com/products/3544148,상의,스트릿
168,쉐기독 울 100% 라운드 니트 IVORY,니티드,K24SSUK05IV,공용,https://image.msscdn.net/thumbnails/images/goods_img/20240116/3797865/3797865_17168795411018_big.jpg?w=1200,69800,176,75,https://www.musinsa.com/products/3797865,상의,미니멀
169,[야전삽 짱재님 PICK]Pigment Washed San Chris Crewneck Black,에프디알,FAF1CR388BK,남,https://image.msscdn.net/thumbnails/images/goods_img/20240805/4298016/4298016_17246384728901_big.jpg?w=1200,52900,174,75,https://www.musinsa.com/products/4298016,상의,스트릿
170,로고 라인업 피그먼트 반팔티 마젠타,트래블,TRTHSURS76UV5,남,https://image.msscdn.net/thumbnails/images/goods_img/20230327/3182325/3182325_16802432288694_big.jpg?w=1200,26000,164,59,https://www.musinsa.com/products/3182325,상의,스트릿
171,크루넥 리브 오버핏 하찌 니트 - 8 COLOR [ONE OR TWO],어게인스트 올 오즈,JT62,공용,https://image.msscdn.net/thumbnails/images/goods_img/20230825/3498319/3498319_17304420951267_big.png?w=1200,16900,172,70,https://www.musinsa.com/products/3498319,상의,미니멀
